
Design          Type    Object                  New Name
fdkex           net     d04tih00wnz00!U22_net   d04tih00wnz00_U22_net
fdkex           net     d04tih00wnz00!U23_net   d04tih00wnz00_U23_net
fdkex           net     d04tih00wnz00!U24_net   d04tih00wnz00_U24_net
fdkex           net     d04tih00wnz00!U25_net   d04tih00wnz00_U25_net
fdkex           net     d04tih00wnz00!U26_net   d04tih00wnz00_U26_net
fdkex           net     d04tih00wnz00!U27_net   d04tih00wnz00_U27_net
fdkex           net     d04tih00wnz00!U28_net   d04tih00wnz00_U28_net
fdkex           net     d04tih00wnz00!U29_net   d04tih00wnz00_U29_net
fdkex           net     d04tih00wnz00!U30_net   d04tih00wnz00_U30_net
fdkex           net     d04tih00wnz00!U31_net   d04tih00wnz00_U31_net
fdkex           net     d04tih00wnz00!U32_net   d04tih00wnz00_U32_net
fdkex           net     d04tih00wnz00!U33_net   d04tih00wnz00_U33_net
fdkex           net     d04tih00wnz00!U34_net   d04tih00wnz00_U34_net
fdkex           net     d04tih00wnz00!U35_net   d04tih00wnz00_U35_net
fdkex           net     d04tih00wnz00!U36_net   d04tih00wnz00_U36_net
fdkex           net     d04tih00wnz00!U37_net   d04tih00wnz00_U37_net
fdkex           net     d04tih00wnz00!U38_net   d04tih00wnz00_U38_net
fdkex           net     d04tih00wnz00!U39_net   d04tih00wnz00_U39_net
fdkex           net     d04tih00wnz00!U40_net   d04tih00wnz00_U40_net
fdkex           net     d04tih00wnz00!U41_net   d04tih00wnz00_U41_net
fdkex           net     d04tih00wnz00!U42_net   d04tih00wnz00_U42_net
fdkex           net     d04tih00wnz00!U43_net   d04tih00wnz00_U43_net
fdkex           net     d04tih00wnz00!U44_net   d04tih00wnz00_U44_net
fdkex           net     d04tih00wnz00!U45_net   d04tih00wnz00_U45_net
fdkex           net     d04tih00wnz00!U46_net   d04tih00wnz00_U46_net
fdkex           net     d04tih00wnz00!U47_net   d04tih00wnz00_U47_net
fdkex           net     d04tih00wnz00!U48_net   d04tih00wnz00_U48_net
fdkex           net     d04tih00wnz00!U49_net   d04tih00wnz00_U49_net
fdkex           net     d04tih00wnz00!U50_net   d04tih00wnz00_U50_net
fdkex           net     d04tih00wnz00!U51_net   d04tih00wnz00_U51_net
fdkex           net     d04tih00wnz00!U52_net   d04tih00wnz00_U52_net
fdkex           net     d04tih00wnz00!U53_net   d04tih00wnz00_U53_net
fdkex           net     d04tih00wnz00!U54_net   d04tih00wnz00_U54_net
fdkex           net     d04tih00wnz00!U55_net   d04tih00wnz00_U55_net
fdkex           net     d04tih00wnz00!U56_net   d04tih00wnz00_U56_net
fdkex           net     d04tih00wnz00!U57_net   d04tih00wnz00_U57_net
fdkex           net     d04tih00wnz00!U58_net   d04tih00wnz00_U58_net
fdkex           net     d04tih00wnz00!U59_net   d04tih00wnz00_U59_net
fdkex           net     d04tih00wnz00!U60_net   d04tih00wnz00_U60_net
fdkex           net     d04tih00wnz00!U61_net   d04tih00wnz00_U61_net
fdkex           net     d04tih00wnz00!U62_net   d04tih00wnz00_U62_net
fdkex           net     d04tih00wnz00!U63_net   d04tih00wnz00_U63_net
fdkex           net     d04tih00wnz00!U64_net   d04tih00wnz00_U64_net
fdkex           net     d04tih00wnz00!U65_net   d04tih00wnz00_U65_net
fdkex           net     d04tih00wnz00!U66_net   d04tih00wnz00_U66_net
fdkex           net     d04tih00wnz00!U67_net   d04tih00wnz00_U67_net
fdkex           net     d04tih00wnz00!U68_net   d04tih00wnz00_U68_net
fdkex           net     d04tih00wnz00!U69_net   d04tih00wnz00_U69_net
fdkex           net     d04tih00wnz00!U70_net   d04tih00wnz00_U70_net
fdkex           net     d04tih00wnz00!U71_net   d04tih00wnz00_U71_net
fdkex           net     d04tih00wnz00!U72_net   d04tih00wnz00_U72_net
fdkex           net     d04tih00wnz00!U73_net   d04tih00wnz00_U73_net
fdkex           net     d04tih00wnz00!U74_net   d04tih00wnz00_U74_net
fdkex           net     d04tih00wnz00!U75_net   d04tih00wnz00_U75_net
fdkex           net     d04tih00wnz00!U76_net   d04tih00wnz00_U76_net
fdkex           net     d04tih00wnz00!U77_net   d04tih00wnz00_U77_net
fdkex           net     d04tih00wnz00!U78_net   d04tih00wnz00_U78_net
fdkex           net     d04tih00wnz00!U79_net   d04tih00wnz00_U79_net
fdkex           net     d04tih00wnz00!U80_net   d04tih00wnz00_U80_net
fdkex           net     d04tih00wnz00!U81_net   d04tih00wnz00_U81_net
fdkex           net     d04tih00wnz00!U82_net   d04tih00wnz00_U82_net
fdkex           net     d04tih00wnz00!U83_net   d04tih00wnz00_U83_net
fdkex           net     d04tih00wnz00!U84_net   d04tih00wnz00_U84_net
fdkex           net     d04tih00wnz00!U85_net   d04tih00wnz00_U85_net
fdkex           net     d04tih00wnz00!U86_net   d04tih00wnz00_U86_net
fdkex           net     d04tih00wnz00!U87_net   d04tih00wnz00_U87_net
fdkex           net     d04tih00wnz00!U88_net   d04tih00wnz00_U88_net
fdkex           net     d04tih00wnz00!U89_net   d04tih00wnz00_U89_net
fdkex           net     d04tih00wnz00!U90_net   d04tih00wnz00_U90_net
fdkex           net     d04tih00wnz00!U91_net   d04tih00wnz00_U91_net
fdkex           net     d04tih00wnz00!U92_net   d04tih00wnz00_U92_net
fdkex           net     d04tih00wnz00!U93_net   d04tih00wnz00_U93_net
fdkex           net     d04tih00wnz00!U94_net   d04tih00wnz00_U94_net
fdkex           net     d04tih00wnz00!U95_net   d04tih00wnz00_U95_net
fdkex           net     d04tih00wnz00!U96_net   d04tih00wnz00_U96_net
fdkex           net     d04tih00wnz00!U97_net   d04tih00wnz00_U97_net
fdkex           net     d04tih00wnz00!U98_net   d04tih00wnz00_U98_net
fdkex           net     d04tih00wnz00!U99_net   d04tih00wnz00_U99_net
fdkex           net     d04tih00wnz00!U100_net  d04tih00wnz00_U100_net
fdkex           net     d04tih00wnz00!U101_net  d04tih00wnz00_U101_net
fdkex           net     d04tih00wnz00!U102_net  d04tih00wnz00_U102_net
fdkex           net     d04tih00wnz00!U103_net  d04tih00wnz00_U103_net
fdkex           net     d04tih00wnz00!U104_net  d04tih00wnz00_U104_net
fdkex           net     d04tih00wnz00!U105_net  d04tih00wnz00_U105_net
fdkex           net     d04tih00wnz00!U106_net  d04tih00wnz00_U106_net
fdkex           net     d04tih00wnz00!U107_net  d04tih00wnz00_U107_net
fdkex           net     d04tih00wnz00!U108_net  d04tih00wnz00_U108_net
fdkex           net     d04tih00wnz00!U109_net  d04tih00wnz00_U109_net
fdkex           net     d04tih00wnz00!U110_net  d04tih00wnz00_U110_net
fdkex           net     d04tih00wnz00!U111_net  d04tih00wnz00_U111_net
fdkex           net     d04tih00wnz00!U112_net  d04tih00wnz00_U112_net
fdkex           net     d04tih00wnz00!U113_net  d04tih00wnz00_U113_net
fdkex           net     d04tih00wnz00!U114_net  d04tih00wnz00_U114_net
fdkex           net     d04tih00wnz00!U115_net  d04tih00wnz00_U115_net
fdkex           net     d04tih00wnz00!U116_net  d04tih00wnz00_U116_net
fdkex           net     d04tih00wnz00!U117_net  d04tih00wnz00_U117_net
fdkex           net     d04tih00wnz00!U118_net  d04tih00wnz00_U118_net
fdkex           net     d04tih00wnz00!U119_net  d04tih00wnz00_U119_net
fdkex           net     d04tih00wnz00!U120_net  d04tih00wnz00_U120_net
fdkex           net     d04tih00wnz00!U121_net  d04tih00wnz00_U121_net
fdkex           net     d04tih00wnz00!U122_net  d04tih00wnz00_U122_net
fdkex           net     d04tih00wnz00!U123_net  d04tih00wnz00_U123_net
fdkex           net     d04tih00wnz00!U124_net  d04tih00wnz00_U124_net
fdkex           net     d04tih00wnz00!U125_net  d04tih00wnz00_U125_net
fdkex           net     d04tih00wnz00!U126_net  d04tih00wnz00_U126_net
fdkex           net     d04tih00wnz00!U127_net  d04tih00wnz00_U127_net
fdkex           net     d04tih00wnz00!U128_net  d04tih00wnz00_U128_net
fdkex           net     d04tih00wnz00!U129_net  d04tih00wnz00_U129_net
fdkex           net     d04tih00wnz00!U130_net  d04tih00wnz00_U130_net
fdkex           net     d04tih00wnz00!U131_net  d04tih00wnz00_U131_net
fdkex           net     d04tih00wnz00!U132_net  d04tih00wnz00_U132_net
fdkex           net     d04tih00wnz00!U133_net  d04tih00wnz00_U133_net
fdkex           net     d04tih00wnz00!U134_net  d04tih00wnz00_U134_net
fdkex           net     d04tih00wnz00!U135_net  d04tih00wnz00_U135_net
fdkex           net     d04tih00wnz00!U136_net  d04tih00wnz00_U136_net
fdkex           net     d04tih00wnz00!U137_net  d04tih00wnz00_U137_net
fdkex           net     d04tih00wnz00!U138_net  d04tih00wnz00_U138_net
fdkex           net     d04tih00wnz00!U139_net  d04tih00wnz00_U139_net
fdkex           net     d04tih00wnz00!U140_net  d04tih00wnz00_U140_net
fdkex           net     d04tih00wnz00!U141_net  d04tih00wnz00_U141_net
fdkex           net     d04tih00wnz00!U142_net  d04tih00wnz00_U142_net
fdkex           net     d04tih00wnz00!U143_net  d04tih00wnz00_U143_net
fdkex           net     d04tih00wnz00!U144_net  d04tih00wnz00_U144_net
fdkex           net     d04tih00wnz00!U145_net  d04tih00wnz00_U145_net
fdkex           net     d04tih00wnz00!U146_net  d04tih00wnz00_U146_net
fdkex           net     d04tih00wnz00!U147_net  d04tih00wnz00_U147_net
fdkex           net     d04tih00wnz00!U148_net  d04tih00wnz00_U148_net
fdkex           net     d04tih00wnz00!U149_net  d04tih00wnz00_U149_net
fdkex           net     d04tih00wnz00!U150_net  d04tih00wnz00_U150_net
fdkex           net     d04tih00wnz00!U151_net  d04tih00wnz00_U151_net
fdkex           net     d04tih00wnz00!U152_net  d04tih00wnz00_U152_net
fdkex           net     d04tih00wnz00!U153_net  d04tih00wnz00_U153_net
fdkex           net     d04tih00wnz00!U154_net  d04tih00wnz00_U154_net
fdkex           net     d04tih00wnz00!U155_net  d04tih00wnz00_U155_net
fdkex           net     d04tih00wnz00!U156_net  d04tih00wnz00_U156_net
fdkex           net     d04tih00wnz00!U157_net  d04tih00wnz00_U157_net
fdkex           net     d04tih00wnz00!U158_net  d04tih00wnz00_U158_net
fdkex           net     d04tih00wnz00!U159_net  d04tih00wnz00_U159_net
fdkex           net     d04tih00wnz00!U160_net  d04tih00wnz00_U160_net
fdkex           net     d04tih00wnz00!U161_net  d04tih00wnz00_U161_net
check_ecc_alu_width_data128_width_sec8_width_ecc9_width_data_ecc137 net net162 IN26
check_ecc_alu_width_data128_width_sec8_width_ecc9_width_data_ecc137 net net170 IN21
check_ecc_alu_width_data128_width_sec8_width_ecc9_width_data_ecc137 net net172 IN23
check_ecc_alu_width_data128_width_sec8_width_ecc9_width_data_ecc137 net net174 IN25
check_ecc_alu_width_data128_width_sec8_width_ecc9_width_data_ecc137 net net182 IN17
check_ecc_alu_width_data128_width_sec8_width_ecc9_width_data_ecc137 net net185 IN7
check_ecc_alu_width_data128_width_sec8_width_ecc9_width_data_ecc137 net net190 IN12
check_ecc_alu_width_data128_width_sec8_width_ecc9_width_data_ecc137 net net191 rstb
check_ecc_alu_width_data128_width_sec8_width_ecc9_width_data_ecc137 net net194 IN1
check_ecc_alu_width_data128_width_sec8_width_ecc9_width_data_ecc137 net net195 IN2
fifo_width_data137 net  net1607                 data_wr[106]
fifo_width_data137 net  net1620                 data_wr[103]
fifo_width_data137 net  net1617                 data_wr[100]
fifo_width_data137 net  net1615                 data_wr[98]
fifo_width_data137 net  net1628                 data_wr[95]
fifo_width_data137 net  net1658                 data_wr[61]
fifo_width_data137 net  net1665                 data_wr[52]
fifo_width_data137 net  net1663                 data_wr[50]
fifo_width_data137 net  net1675                 data_wr[46]
fifo_width_data137 net  net1470                 IN88
fifo_width_data137 net  net1471                 IN89
fifo_width_data137 net  net1472                 IN90
fifo_width_data137 net  net1474                 IN92
fifo_width_data137 net  net1475                 IN93
fifo_width_data137 net  net1477                 IN95
fifo_width_data137 net  net1481                 IN83
fifo_width_data137 net  net1482                 IN84
fifo_width_data137 net  net1484                 IN86
fifo_width_data137 net  net1485                 IN87
fifo_width_data137 net  net1490                 IN76
fifo_width_data137 net  net1493                 IN79
fifo_width_data137 net  net1494                 IN64
fifo_width_data137 net  net1495                 IN65
fifo_width_data137 net  net1496                 IN66
fifo_width_data137 net  net1498                 IN68
fifo_width_data137 net  net1500                 IN70
fifo_width_data137 net  net1501                 IN71
fifo_width_data137 net  net1502                 test_se
fifo_width_data137 net  net1503                 test_sei
fifo_width_data137 net  net1505                 IN59
fifo_width_data137 net  net1507                 IN61
fifo_width_data137 net  net1509                 IN63
fifo_width_data137 net  net1510                 IN58
fifo_width_data137 net  net1518                 IN50
fifo_width_data137 net  net1519                 IN51
fifo_width_data137 net  net1520                 IN52
fifo_width_data137 net  net1523                 IN55
fifo_width_data137 net  net1524                 IN56
fifo_width_data137 net  net1531                 IN47
fifo_width_data137 net  net1532                 IN48
fifo_width_data137 net  net1534                 IN34
fifo_width_data137 net  net1535                 IN35
fifo_width_data137 net  net1536                 IN36
fifo_width_data137 net  net1537                 IN37
fifo_width_data137 net  net1542                 IN26
fifo_width_data137 net  net1544                 IN28
fifo_width_data137 net  net1545                 IN29
fifo_width_data137 net  net1546                 IN30
fifo_width_data137 net  net1547                 IN31
fifo_width_data137 net  net1548                 IN32
fifo_width_data137 net  net1551                 IN19
fifo_width_data137 net  net1558                 IN10
fifo_width_data137 net  net1559                 IN11
fifo_width_data137 net  net1562                 IN14
fifo_width_data137 net  net1567                 IN3
fifo_width_data137 net  net1572                 IN8
fifo_width_data137 net  net1574                 rstb
fifo_width_data72_0 net net1891                 IN37
fifo_width_data72_0 net net1892                 IN38
fifo_width_data72_0 net net1897                 IN29
fifo_width_data72_0 net net1898                 IN30
fifo_width_data72_0 net net1907                 IN23
fifo_width_data72_0 net net1909                 IN25
fifo_width_data72_0 net net1912                 IN28
fifo_width_data72_0 net net1914                 IN21
fifo_width_data72_0 net net1919                 test_se
fifo_width_data72_0 net net1926                 IN17
fifo_width_data72_0 net net1932                 IN7
fifo_width_data72_0 net net1933                 IN8
fifo_width_data72_0 net net1934                 IN9
fifo_width_data72_0 net net1935                 IN10
fifo_width_data72_0 net net1936                 IN11
fifo_width_data72_1 net net2088                 IN47
fifo_width_data72_1 net net2092                 IN38
fifo_width_data72_1 net net2094                 IN40
fifo_width_data72_1 net net2096                 IN42
fifo_width_data72_1 net net2097                 IN43
fifo_width_data72_1 net net2099                 IN29
fifo_width_data72_1 net net2109                 test_mode
fifo_width_data72_1 net net2111                 IN25
fifo_width_data72_1 net net2112                 IN26
fifo_width_data72_1 net net2113                 IN27
fifo_width_data72_1 net net2114                 IN28
fifo_width_data72_1 net net2116                 IN21
fifo_width_data72_1 net net2118                 IN23
fifo_width_data72_1 net net2123                 IN12
fifo_width_data72_1 net net2128                 IN17
fifo_width_data72_1 net net2131                 IN4
fifo_width_data72_1 net net2132                 IN5
fifo_width_data72_1 net net2133                 IN6
fifo_width_data72_1 net net2134                 IN7
fifo_width_data72_1 net net2136                 IN9
fifo_width_data72_1 net net2137                 IN10
fifo_width_data72_1 net net2138                 IN11
fifo_width_data72_1 net net2139                 rstb
fifo_width_data72_1 net net2144                 IN1
Information: Updating database...
Information: Updating top database 'fdkex.CEL;1'. (MWDC-255)
...... Found Power Switch Cell d04pws00ld0b0 with output port gtdout
...... Found Power Switch Cell d04pws00ld8b0 with output port gtdout
...... Found Power Switch Cell d04pws00lq8b0 with output port gtdout
...... Found Power Switch Cell d04pws10ld8b0 with output port gtdout
...... Found Power Switch Cell d04pws10lq8b0 with output port gtdout
...... Found Power Switch Cell d04pws10lqtb0 with output port gtdout
...... Found Power Switch Cell d04pws00nd0b0 with output port gtdout
...... Found Power Switch Cell d04pws00nd8b0 with output port gtdout
...... Found Power Switch Cell d04pws00nq8b0 with output port gtdout
...... Found Power Switch Cell d04pws10nd8b0 with output port gtdout
...... Found Power Switch Cell d04pws10nq8b0 with output port gtdout
...... Found Power Switch Cell d04pws10nqtb0 with output port gtdout
...... Found Power Switch Cell d04pws00wd0b0 with output port gtdout
...... Found Power Switch Cell d04pws00wd8b0 with output port gtdout
...... Found Power Switch Cell d04pws00wq8b0 with output port gtdout
...... Found Power Switch Cell d04pws10wd8b0 with output port gtdout
...... Found Power Switch Cell d04pws10wq8b0 with output port gtdout
...... Found Power Switch Cell d04pws10wqtb0 with output port gtdout
...... Found Power Switch Cell d04pws00yd0b0 with output port gtdout
...... Found Power Switch Cell d04pws00yd8b0 with output port gtdout
...... Found Power Switch Cell d04pws00yq8b0 with output port gtdout
...... Found Power Switch Cell d04pws10yd8b0 with output port gtdout
...... Found Power Switch Cell d04pws10yq8b0 with output port gtdout
...... Found Power Switch Cell d04pws10yqtb0 with output port gtdout
1

Design          Type    Object                  New Name
--------------------------------------------------------------------------------
fifo_width_data137 net  N25                     N2500
fifo_width_data137 net  N42                     N421
fifo_width_data137 net  N43                     N430
fifo_width_data137 net  N29                     N291
fifo_width_data137 net  N30                     N300
fifo_width_data137 net  N26                     N260
fifo_width_data137 net  N23                     N230
fifo_width_data137 net  N27                     N270
fifo_width_data137 net  N54                     N540
fifo_width_data137 net  N57                     N570
fifo_width_data137 net  N39                     N390
fifo_width_data137 net  N22                     N221
fifo_width_data137 net  N41                     N410
fifo_width_data137 net  N38                     N381
fifo_width_data137 net  N55                     N551
fifo_width_data137 net  N53                     N531
fifo_width_data137 net  N66                     N660
fifo_width_data137 net  n270                    n27060
fifo_width_data137 net  n381                    n3813
fifo_width_data137 net  n2706                   n27061
fifo_width_data137 net  n551                    n55110
fifo_width_data137 net  N61                     N611
fifo_width_data137 net  N49                     N490
fifo_width_data137 net  N58                     N580
fifo_width_data137 net  N21                     N212
fifo_width_data137 net  N250                    N2501
fifo_width_data137 net  n531                    n53110
fifo_width_data137 net  N35                     N350
fifo_width_data137 net  N59                     N591
fifo_width_data137 net  N67                     N671
fifo_width_data137 net  n260                    n26030
fifo_width_data137 net  n2501                   n25010
fifo_width_data137 net  n421                    n4210
fifo_width_data137 net  N52                     N520
fifo_width_data137 net  N46                     N460
fifo_width_data137 net  N40                     N401
fifo_width_data137 net  N36                     N360
fifo_width_data137 net  N48                     N485
fifo_width_data137 net  N56                     N560
fifo_width_data137 net  N68                     N680
fifo_width_data137 net  N37                     N370
fifo_width_data137 net  N33                     N331
fifo_width_data137 net  n300                    n30060
fifo_width_data137 net  n3006                   n30061
fifo_width_data137 net  n401                    n4010
fifo_width_data137 net  n291                    n29101
fifo_width_data137 net  N62                     N6210
fifo_width_data137 net  N34                     N343
fifo_width_data137 net  N32                     N322
fifo_width_data137 net  N50                     N500
fifo_width_data137 net  N44                     N440
fifo_width_data137 net  N65                     N650
fifo_width_data137 net  N51                     N510
fifo_width_data137 net  n322                    n3222
fifo_width_data137 net  n331                    n3316
fifo_width_data137 net  n343                    n34300
fifo_width_data137 net  n221                    n2218
fifo_width_data137 net  n485                    n4850
fifo_width_data137 net  n2910                   n29102
fifo_width_data137 net  n611                    n6110
fifo_width_data137 net  N64                     N640
fifo_width_data137 net  N60                     N6010
fifo_width_data137 net  N63                     N630
fifo_width_data137 net  n591                    n59110
fifo_width_data137 net  N20                     N200
fifo_width_data137 net  n3430                   n34301
fifo_width_data137 net  n671                    n6710
fifo_width_data137 net  N45                     N4510
fifo_width_data137 net  n2603                   n26031
fifo_width_data137 net  N28                     N2849
fifo_width_data137 net  n2849                   n28490
fifo_width_data137 net  n360                    n3600
fifo_width_data137 net  N47                     N4710
fifo_width_data72_0 net N25                     N250
fifo_width_data72_0 net N23                     N230
fifo_width_data72_0 net N26                     N260
fifo_width_data72_0 net N36                     N361
fifo_width_data72_0 net N28                     N281
fifo_width_data72_0 net N27                     N270
fifo_width_data72_0 net N22                     N220
fifo_width_data72_0 net N39                     N393
fifo_width_data72_0 net N30                     N301
fifo_width_data72_0 net n220                    n2200
fifo_width_data72_0 net n361                    n3610
fifo_width_data72_0 net n301                    n3010
fifo_width_data72_0 net N41                     N410
fifo_width_data72_0 net N38                     N382
fifo_width_data72_0 net n382                    n38210
fifo_width_data72_0 net N37                     N370
fifo_width_data72_0 net N35                     N354
fifo_width_data72_0 net n281                    n2810
fifo_width_data72_0 net N32                     N320
fifo_width_data72_0 net n354                    n3540
fifo_width_data72_0 net n393                    n39310
fifo_width_data72_0 net N43                     N434
fifo_width_data72_0 net N29                     N290
fifo_width_data72_0 net N44                     N44100
fifo_width_data72_0 net N21                     N216
fifo_width_data72_0 net N20                     N202
fifo_width_data72_0 net N34                     N340
fifo_width_data72_0 net n202                    n2020
fifo_width_data72_0 net N40                     N403
fifo_width_data72_0 net N33                     N331
fifo_width_data72_0 net n331                    n3310
fifo_width_data72_0 net N45                     N455
fifo_width_data72_0 net N42                     N425
fifo_width_data72_0 net n425                    n42510
fifo_width_data72_0 net n434                    n43410
fifo_width_data72_0 net n455                    n45510
fifo_width_data72_0 net n403                    n40310
fifo_width_data72_0 net n216                    n2160
fifo_width_data72_0 net N31                     N310
fifo_width_data72_1 net N22                     N220
fifo_width_data72_1 net N25                     N250
fifo_width_data72_1 net N28                     N280
fifo_width_data72_1 net N36                     N361
fifo_width_data72_1 net N23                     N231
fifo_width_data72_1 net N37                     N370
fifo_width_data72_1 net N26                     N260
fifo_width_data72_1 net N21                     N210
fifo_width_data72_1 net N34                     N340
fifo_width_data72_1 net N33                     N335
fifo_width_data72_1 net N32                     N320
fifo_width_data72_1 net N27                     N270
fifo_width_data72_1 net n250                    n25000
fifo_width_data72_1 net N40                     N401
fifo_width_data72_1 net N29                     N290
fifo_width_data72_1 net n401                    n40110
fifo_width_data72_1 net N38                     N380
fifo_width_data72_1 net N39                     N390
fifo_width_data72_1 net n361                    n3610
fifo_width_data72_1 net n210                    n2100
fifo_width_data72_1 net N20                     N202
fifo_width_data72_1 net N31                     N319
fifo_width_data72_1 net n319                    n3190
fifo_width_data72_1 net N41                     N410
fifo_width_data72_1 net n202                    n2022
fifo_width_data72_1 net N35                     N350
fifo_width_data72_1 net n335                    n3350
fifo_width_data72_1 net N30                     N300
fifo_width_data72_1 net n220                    n22000
fifo_width_data72_1 net n2200                   n22001
fifo_width_data72_1 net n2500                   n25001
Information: Updating database...
Information: Updating top database 'fdkex.CEL;1'. (MWDC-255)
...... Found Power Switch Cell d04pws00ld0b0 with output port gtdout
...... Found Power Switch Cell d04pws00ld8b0 with output port gtdout
...... Found Power Switch Cell d04pws00lq8b0 with output port gtdout
...... Found Power Switch Cell d04pws10ld8b0 with output port gtdout
...... Found Power Switch Cell d04pws10lq8b0 with output port gtdout
...... Found Power Switch Cell d04pws10lqtb0 with output port gtdout
...... Found Power Switch Cell d04pws00nd0b0 with output port gtdout
...... Found Power Switch Cell d04pws00nd8b0 with output port gtdout
...... Found Power Switch Cell d04pws00nq8b0 with output port gtdout
...... Found Power Switch Cell d04pws10nd8b0 with output port gtdout
...... Found Power Switch Cell d04pws10nq8b0 with output port gtdout
...... Found Power Switch Cell d04pws10nqtb0 with output port gtdout
...... Found Power Switch Cell d04pws00wd0b0 with output port gtdout
...... Found Power Switch Cell d04pws00wd8b0 with output port gtdout
...... Found Power Switch Cell d04pws00wq8b0 with output port gtdout
...... Found Power Switch Cell d04pws10wd8b0 with output port gtdout
...... Found Power Switch Cell d04pws10wq8b0 with output port gtdout
...... Found Power Switch Cell d04pws10wqtb0 with output port gtdout
...... Found Power Switch Cell d04pws00yd0b0 with output port gtdout
...... Found Power Switch Cell d04pws00yd8b0 with output port gtdout
...... Found Power Switch Cell d04pws00yq8b0 with output port gtdout
...... Found Power Switch Cell d04pws10yd8b0 with output port gtdout
...... Found Power Switch Cell d04pws10yq8b0 with output port gtdout
...... Found Power Switch Cell d04pws10yqtb0 with output port gtdout
1
